9.044907318562055154e-02,1.929015448937861255e+00
1.657861429056829428e-01,7.277134007203893695e+00
-6.315249848477075267e-02,7.854507059069519848e-01
-8.021681867678852329e-02,7.410732076465994522e-01
-3.785693520343641483e-02,8.555151441998091189e-01
-1.084297928749955175e-01,9.802744076016016717e-01
-1.046898139098455388e-01,1.068140246945690430e+00
-2.115506087334230179e-01,2.882756061919253376e+00
2.688410792004844452e-01,2.971706683911002234e+00
8.045986280991813955e-02,1.477737760841551173e+00
1.414018172290301689e-02,1.093852650212316036e+00
5.750269709204158114e-02,1.138121430270786494e+00
1.388866167031939554e-02,1.117733312661516543e+00
3.474957482301851107e-03,1.244879388736740866e+00
1.325464187803827298e-01,1.265621024104295111e+00
2.342932074303399545e-02,1.007282888023935064e+00
1.301985447403442020e-01,1.131066159395719639e+00
1.305787512938736683e-01,3.893861781978712244e+00
2.521837773465914617e-02,5.713967032559765791e+00
1.006092434362073629e-01,5.002426626448055025e+00
4.756260737730836907e-01,5.428125518999652144e+01
1.080621356116770737e-01,1.439578004373296638e+00
4.823850137000106064e-02,1.022753720172466352e+00
-1.166097964996081759e-01,9.727959470365532546e-01
1.105965801070155768e-01,8.534867951367314243e-01
1.749368652519667222e-02,1.160901963830030859e+00
-1.016952807626974320e-01,5.945949728381111354e-01
-1.266998864161589244e-01,8.025883606007881976e-01
-1.827611868033350295e-01,4.040698239793389379e-01
6.988862721531495341e-03,1.224167023786932873e+00
-3.343152632022069332e-02,1.025634054961812147e+00
4.965132328262636396e-03,9.960336409450345485e-01
2.001667900255232058e-01,1.030589507577188035e+00
-9.575441367391029565e-03,1.069510101426486726e+00
-7.771426440432185889e-02,8.185084509342780423e-01
1.719943434034610086e-01,4.909333038604116517e+00
3.009892073433030335e-01,1.100525167968210738e+01
1.773987989517906150e-01,9.737391374372674768e-01
4.749367780375288173e-02,8.088891127799473502e-01
-2.350874986471563483e-02,8.893740563137824129e-01
8.181204195622471254e-02,2.435440627262486224e+00
2.213189715387391399e-01,2.214927016172920204e+00
4.049101339637382890e-02,1.508961289903128167e+00
-1.161609286612431541e-01,8.937584521697964357e-01
-2.980469449997006498e-02,1.320636973754877319e+00
1.043241731382980597e-01,8.156084531344685029e-01
1.150769327068211778e-01,1.199278926473763329e+00
9.602548955143183629e-02,2.232501772114073635e+00
-6.887185601923932754e-02,1.220264357567144797e+00
-5.021549956871825676e-02,9.333413850573346604e-01
-1.320805546118115903e-01,1.194476400123927640e+00
3.531163178468033070e-02,1.313912194790433308e+00
-1.131973018869903130e-03,1.392992508674144148e+00
8.293618141687907064e-03,8.647121859639124164e-01
2.276585564534465422e-01,1.940187396496204419e+00
-3.583264288317539181e-02,1.032181438665614293e+00
1.374076367016857925e-01,1.068194695194220278e+00
1.366070142857536973e-01,1.213112701314931430e+00
4.149874791570573596e-02,1.737413773333185363e+00
-1.089694460633306231e-02,1.870988079174170204e+00
-5.534140916324858939e-02,1.011076097326555567e+00
